image_path,skin_tone,foundation,foundation_layer,foundation_ml,lipstick,lipstick_layer,blush,blush_layers,mascara_shade,mascara_layer,concealer,concealer_layer,longevity,risk_level,cost_of_makeup,mode,occasion,weather_type,instruction
images/374.jpg,Medium,matte_sand,2,2.0,nude,1,soft_blush,1,black,1,natural_concealer,1,8 hrs,medium,1536,weather,normal,hot,"Apply 2 layers (~2.0 ml) of matte_sand foundation, 1 layer of nude, 1 layers of soft_blush blush."
images/599.jpg,Medium,sand,2,5.0,nude,2,soft_blush,2,black,2,natural_concealer,2,10 hrs,high,2392,simple,normal,normal,"Apply 2 layers (~5.0 ml) of sand foundation, 2 layer of nude, 2 layers of soft_blush blush."
images/228.jpg,Medium,beige,3,4.0,nude,3,soft_blush,1,black,3,natural_concealer,2,12 hrs,low,2378,weather,normal,cold,"Apply 3 layers (~4.0 ml) of beige foundation, 3 layer of nude, 1 layers of soft_blush blush."
images/214.jpg,Medium,sand,1,3.0,coral,3,soft_blush,1,black,2,natural_concealer,2,6 hrs,low,2249,occasion,bridal,normal,"Apply 1 layers (~3.0 ml) of sand foundation, 3 layer of coral, 1 layers of soft_blush blush."
images/572.jpg,Medium,sand,2,4.0,nude,1,soft_blush,1,black,1,natural_concealer,1,6 hrs,medium,1279,simple,normal,normal,"Apply 2 layers (~4.0 ml) of sand foundation, 1 layer of nude, 1 layers of soft_blush blush."
images/566.jpg,Medium,warm_beige,2,2.0,nude,2,soft_blush,1,black,3,natural_concealer,1,12 hrs,medium,546,weather,normal,humid,"Apply 2 layers (~2.0 ml) of warm_beige foundation, 2 layer of nude, 1 layers of soft_blush blush."
images/200.jpg,Medium,sand,1,5.0,red,2,soft_blush,1,black,1,natural_concealer,1,6 hrs,low,2391,simple,normal,normal,"Apply 1 layers (~5.0 ml) of sand foundation, 2 layer of red, 1 layers of soft_blush blush."
images/567.jpg,Medium,beige,1,3.0,coral,3,soft_blush,2,black,1,natural_concealer,1,10 hrs,low,1040,simple,normal,normal,"Apply 1 layers (~3.0 ml) of beige foundation, 3 layer of coral, 2 layers of soft_blush blush."
images/201.jpg,Medium,warm_beige,1,3.0,bold_red,2,soft_blush,1,black,1,natural_concealer,2,10 hrs,medium,1824,occasion,party,normal,"Apply 1 layers (~3.0 ml) of warm_beige foundation, 2 layer of bold_red, 1 layers of soft_blush blush."
images/215.jpg,Medium,matte_sand,1,3.0,nude,1,soft_blush,1,black,1,natural_concealer,1,10 hrs,medium,1043,weather,normal,hot,"Apply 1 layers (~3.0 ml) of matte_sand foundation, 1 layer of nude, 1 layers of soft_blush blush."
images/573.jpg,Dark,espresso,3,4.0,plum,3,soft_blush,1,black,1,natural_concealer,1,12 hrs,low,2940,simple,normal,normal,"Apply 3 layers (~4.0 ml) of espresso foundation, 3 layer of plum, 1 layers of soft_blush blush."
images/229.jpg,Medium,sand,3,2.0,coral,2,soft_blush,2,black,1,natural_concealer,1,8 hrs,low,1601,occasion,daily,normal,"Apply 3 layers (~2.0 ml) of sand foundation, 2 layer of coral, 2 layers of soft_blush blush."
images/598.jpg,Medium,beige,3,4.0,red,2,soft_blush,1,black,1,natural_concealer,2,12 hrs,medium,1902,occasion,office,normal,"Apply 3 layers (~4.0 ml) of beige foundation, 2 layer of red, 1 layers of soft_blush blush."
images/413.jpg,Medium,beige,1,3.0,nude,1,soft_blush,2,black,3,natural_concealer,1,8 hrs,low,691,occasion,bridal,normal,"Apply 1 layers (~3.0 ml) of beige foundation, 1 layer of nude, 2 layers of soft_blush blush."
images/375.jpg,Medium,warm_beige,1,5.0,bold_red,3,soft_blush,1,black,3,natural_concealer,2,12 hrs,low,2382,occasion,party,normal,"Apply 1 layers (~5.0 ml) of warm_beige foundation, 3 layer of bold_red, 1 layers of soft_blush blush."
images/361.jpg,Medium,beige,1,2.0,red,3,soft_blush,2,black,3,natural_concealer,1,12 hrs,medium,1501,simple,normal,normal,"Apply 1 layers (~2.0 ml) of beige foundation, 3 layer of red, 2 layers of soft_blush blush."
images/407.jpg,Medium,sand,3,5.0,nude,3,soft_blush,2,black,3,natural_concealer,1,8 hrs,low,2326,occasion,office,normal,"Apply 3 layers (~5.0 ml) of sand foundation, 3 layer of nude, 2 layers of soft_blush blush."
images/349.jpg,Medium,beige,2,4.0,nude,1,soft_blush,1,black,3,natural_concealer,1,12 hrs,medium,2750,weather,normal,humid,"Apply 2 layers (~4.0 ml) of beige foundation, 1 layer of nude, 1 layers of soft_blush blush."
images/177.jpg,Dark,mocha,2,5.0,dark red,2,soft_blush,2,black,3,natural_concealer,1,6 hrs,medium,2381,simple,normal,normal,"Apply 2 layers (~5.0 ml) of mocha foundation, 2 layer of dark red, 2 layers of soft_blush blush."
images/611.jpg,Dark,mocha,2,4.0,dark red,1,soft_blush,1,black,2,natural_concealer,1,12 hrs,medium,576,simple,normal,normal,"Apply 2 layers (~4.0 ml) of mocha foundation, 1 layer of dark red, 1 layers of soft_blush blush."
images/89.jpg,Medium,beige,1,5.0,red,3,soft_blush,1,black,2,natural_concealer,2,6 hrs,high,1575,occasion,bridal,normal,"Apply 1 layers (~5.0 ml) of beige foundation, 3 layer of red, 1 layers of soft_blush blush."
images/605.jpg,Medium,beige,2,5.0,nude,1,soft_blush,2,black,2,natural_concealer,1,6 hrs,high,1410,occasion,bridal,normal,"Apply 2 layers (~5.0 ml) of beige foundation, 1 layer of nude, 2 layers of soft_blush blush."
images/163.jpg,Medium,warm_beige,2,2.0,nude,2,soft_blush,2,black,1,natural_concealer,2,12 hrs,high,2276,weather,normal,cold,"Apply 2 layers (~2.0 ml) of warm_beige foundation, 2 layer of nude, 2 layers of soft_blush blush."
images/639.jpg,Dark,espresso,3,4.0,dark red,1,soft_blush,2,black,3,natural_concealer,1,6 hrs,high,1550,occasion,bridal,normal,"Apply 3 layers (~4.0 ml) of espresso foundation, 1 layer of dark red, 2 layers of soft_blush blush."
images/188.jpg,Medium,beige,2,4.0,red,1,soft_blush,2,black,1,natural_concealer,1,8 hrs,high,1964,occasion,daily,normal,"Apply 2 layers (~4.0 ml) of beige foundation, 1 layer of red, 2 layers of soft_blush blush."
images/76.jpg,Medium,sand,2,4.0,red,2,soft_blush,2,black,1,natural_concealer,1,12 hrs,medium,1416,simple,normal,normal,"Apply 2 layers (~4.0 ml) of sand foundation, 2 layer of red, 2 layers of soft_blush blush."
images/62.jpg,Dark,caramel,3,4.0,plum,2,soft_blush,2,black,2,natural_concealer,2,8 hrs,low,549,occasion,bridal,normal,"Apply 3 layers (~4.0 ml) of caramel foundation, 2 layer of plum, 2 layers of soft_blush blush."
images/74.jpg,Medium,beige,1,4.0,red,2,soft_blush,2,black,2,natural_concealer,2,8 hrs,medium,1083,simple,normal,normal,"Apply 1 layers (~4.0 ml) of beige foundation, 2 layer of red, 2 layers of soft_blush blush."
images/60.jpg,Medium,sand,2,5.0,nude,3,soft_blush,1,black,3,natural_concealer,2,12 hrs,low,2157,occasion,daily,normal,"Apply 2 layers (~5.0 ml) of sand foundation, 3 layer of nude, 1 layers of soft_blush blush."
images/48.jpg,Dark,espresso,2,5.0,dark red,2,soft_blush,1,black,2,natural_concealer,1,12 hrs,high,2288,occasion,daily,normal,"Apply 2 layers (~5.0 ml) of espresso foundation, 2 layer of dark red, 1 layers of soft_blush blush."
images/149.jpg,Medium,beige,3,3.0,red,1,soft_blush,1,black,2,natural_concealer,2,12 hrs,low,1783,occasion,office,normal,"Apply 3 layers (~3.0 ml) of beige foundation, 1 layer of red, 1 layers of soft_blush blush."
images/613.jpg,Medium,warm_beige,1,3.0,bold_red,1,soft_blush,1,black,1,natural_concealer,2,8 hrs,high,527,occasion,party,normal,"Apply 1 layers (~3.0 ml) of warm_beige foundation, 1 layer of bold_red, 1 layers of soft_blush blush."
images/175.jpg,Dark,caramel,3,5.0,plum,2,soft_blush,2,black,3,natural_concealer,2,12 hrs,high,2815,weather,normal,humid,"Apply 3 layers (~5.0 ml) of caramel foundation, 2 layer of plum, 2 layers of soft_blush blush."
images/161.jpg,Medium,warm_beige,1,3.0,coral,2,soft_blush,2,black,1,natural_concealer,2,12 hrs,low,1347,simple,normal,normal,"Apply 1 layers (~3.0 ml) of warm_beige foundation, 2 layer of coral, 2 layers of soft_blush blush."
images/607.jpg,Medium,sand,3,5.0,coral,3,soft_blush,2,black,3,natural_concealer,1,12 hrs,medium,622,simple,normal,normal,"Apply 3 layers (~5.0 ml) of sand foundation, 3 layer of coral, 2 layers of soft_blush blush."
images/388.jpg,Medium,sand,1,5.0,nude,1,soft_blush,2,black,3,natural_concealer,1,12 hrs,low,2168,occasion,bridal,normal,"Apply 1 layers (~5.0 ml) of sand foundation, 1 layer of nude, 2 layers of soft_blush blush."
images/439.jpg,Medium,beige,1,4.0,nude,1,soft_blush,1,black,2,natural_concealer,2,6 hrs,low,1807,simple,normal,normal,"Apply 1 layers (~4.0 ml) of beige foundation, 1 layer of nude, 1 layers of soft_blush blush."
images/377.jpg,Dark,matte_caramel,3,2.0,nude,1,soft_blush,1,black,2,natural_concealer,1,6 hrs,high,2122,weather,normal,hot,"Apply 3 layers (~2.0 ml) of matte_caramel foundation, 1 layer of nude, 1 layers of soft_blush blush."
images/411.jpg,Medium,warm_beige,2,5.0,red,1,soft_blush,2,black,3,natural_concealer,1,12 hrs,low,1954,simple,normal,normal,"Apply 2 layers (~5.0 ml) of warm_beige foundation, 1 layer of red, 2 layers of soft_blush blush."
images/405.jpg,Medium,sand,2,2.0,coral,2,soft_blush,2,black,2,natural_concealer,2,12 hrs,medium,1396,simple,normal,normal,"Apply 2 layers (~2.0 ml) of sand foundation, 2 layer of coral, 2 layers of soft_blush blush."
images/363.jpg,Medium,beige,2,2.0,nude,1,soft_blush,1,black,1,natural_concealer,2,6 hrs,low,1095,weather,normal,humid,"Apply 2 layers (~2.0 ml) of beige foundation, 1 layer of nude, 1 layers of soft_blush blush."
images/559.jpg,Medium,matte_warm_beige,3,2.0,nude,1,soft_blush,1,black,1,natural_concealer,1,12 hrs,medium,1112,weather,normal,hot,"Apply 3 layers (~2.0 ml) of matte_warm_beige foundation, 1 layer of nude, 1 layers of soft_blush blush."
images/203.jpg,Medium,beige,3,4.0,nude,2,soft_blush,2,black,1,natural_concealer,1,10 hrs,high,2464,simple,normal,normal,"Apply 3 layers (~4.0 ml) of beige foundation, 2 layer of nude, 2 layers of soft_blush blush."
images/565.jpg,Medium,warm_beige,3,5.0,red,1,soft_blush,1,black,2,natural_concealer,1,8 hrs,high,738,weather,normal,cold,"Apply 3 layers (~5.0 ml) of warm_beige foundation, 1 layer of red, 1 layers of soft_blush blush."
images/571.jpg,Medium,beige,1,2.0,red,3,soft_blush,1,black,2,natural_concealer,2,12 hrs,medium,2861,weather,normal,cold,"Apply 1 layers (~2.0 ml) of beige foundation, 3 layer of red, 1 layers of soft_blush blush."
images/217.jpg,Medium,warm_beige,2,5.0,coral,2,soft_blush,2,black,2,natural_concealer,2,8 hrs,medium,916,simple,normal,normal,"Apply 2 layers (~5.0 ml) of warm_beige foundation, 2 layer of coral, 2 layers of soft_blush blush."
images/570.jpg,Medium,sand,2,3.0,red,2,soft_blush,1,black,3,natural_concealer,2,10 hrs,low,766,simple,normal,normal,"Apply 2 layers (~3.0 ml) of sand foundation, 2 layer of red, 1 layers of soft_blush blush."
images/216.jpg,Dark,mocha,3,4.0,wine,1,soft_blush,1,black,1,natural_concealer,1,12 hrs,low,2875,simple,normal,normal,"Apply 3 layers (~4.0 ml) of mocha foundation, 1 layer of wine, 1 layers of soft_blush blush."
images/202.jpg,Medium,warm_beige,3,5.0,coral,3,soft_blush,1,black,1,natural_concealer,2,6 hrs,high,2143,weather,normal,cold,"Apply 3 layers (~5.0 ml) of warm_beige foundation, 3 layer of coral, 1 layers of soft_blush blush."
images/564.jpg,Medium,warm_beige,2,4.0,nude,2,soft_blush,2,black,2,natural_concealer,2,8 hrs,medium,775,simple,normal,normal,"Apply 2 layers (~4.0 ml) of warm_beige foundation, 2 layer of nude, 2 layers of soft_blush blush."
images/558.jpg,Medium,warm_beige,3,2.0,nude,2,soft_blush,2,black,3,natural_concealer,2,12 hrs,medium,1955,occasion,bridal,normal,"Apply 3 layers (~2.0 ml) of warm_beige foundation, 2 layer of nude, 2 layers of soft_blush blush."
images/404.jpg,Medium,matte_warm_beige,2,3.0,nude,1,soft_blush,2,black,3,natural_concealer,1,12 hrs,low,970,weather,normal,hot,"Apply 2 layers (~3.0 ml) of matte_warm_beige foundation, 1 layer of nude, 2 layers of soft_blush blush."
images/362.jpg,Medium,sand,3,4.0,red,3,soft_blush,2,black,3,natural_concealer,2,8 hrs,low,1597,occasion,bridal,normal,"Apply 3 layers (~4.0 ml) of sand foundation, 3 layer of red, 2 layers of soft_blush blush."
images/376.jpg,Medium,warm_beige,3,3.0,nude,3,soft_blush,2,black,1,natural_concealer,2,10 hrs,low,1397,simple,normal,normal,"Apply 3 layers (~3.0 ml) of warm_beige foundation, 3 layer of nude, 2 layers of soft_blush blush."
images/410.jpg,Medium,sand,1,5.0,bold_red,1,soft_blush,2,black,2,natural_concealer,2,10 hrs,medium,2413,occasion,party,normal,"Apply 1 layers (~5.0 ml) of sand foundation, 1 layer of bold_red, 2 layers of soft_blush blush."
images/438.jpg,Medium,beige,2,3.0,red,2,soft_blush,2,black,1,natural_concealer,2,10 hrs,high,2625,simple,normal,normal,"Apply 2 layers (~3.0 ml) of beige foundation, 2 layer of red, 2 layers of soft_blush blush."
images/389.jpg,Medium,matte_warm_beige,1,4.0,nude,3,soft_blush,2,black,3,natural_concealer,1,12 hrs,high,1932,weather,normal,hot,"Apply 1 layers (~4.0 ml) of matte_warm_beige foundation, 3 layer of nude, 2 layers of soft_blush blush."
images/160.jpg,Medium,matte_warm_beige,2,4.0,nude,1,soft_blush,1,black,1,natural_concealer,2,8 hrs,high,1424,weather,normal,hot,"Apply 2 layers (~4.0 ml) of matte_warm_beige foundation, 1 layer of nude, 1 layers of soft_blush blush."
images/606.jpg,Medium,sand,1,3.0,bold_red,2,soft_blush,1,black,2,natural_concealer,1,10 hrs,low,2949,occasion,party,normal,"Apply 1 layers (~3.0 ml) of sand foundation, 2 layer of bold_red, 1 layers of soft_blush blush."
images/612.jpg,Medium,sand,1,5.0,coral,3,soft_blush,1,black,2,natural_concealer,2,10 hrs,low,1322,occasion,daily,normal,"Apply 1 layers (~5.0 ml) of sand foundation, 3 layer of coral, 1 layers of soft_blush blush."
images/174.jpg,Medium,sand,2,5.0,red,3,soft_blush,1,black,2,natural_concealer,1,10 hrs,high,2610,weather,normal,humid,"Apply 2 layers (~5.0 ml) of sand foundation, 3 layer of red, 1 layers of soft_blush blush."
images/148.jpg,Medium,warm_beige,3,3.0,red,3,soft_blush,2,black,1,natural_concealer,1,8 hrs,low,1233,weather,normal,cold,"Apply 3 layers (~3.0 ml) of warm_beige foundation, 3 layer of red, 2 layers of soft_blush blush."
images/49.jpg,Medium,beige,3,2.0,red,3,soft_blush,1,black,3,natural_concealer,2,12 hrs,medium,1101,occasion,office,normal,"Apply 3 layers (~2.0 ml) of beige foundation, 3 layer of red, 1 layers of soft_blush blush."
images/61.jpg,Medium,sand,3,3.0,bold_red,2,soft_blush,2,black,2,natural_concealer,1,8 hrs,high,2151,occasion,party,normal,"Apply 3 layers (~3.0 ml) of sand foundation, 2 layer of bold_red, 2 layers of soft_blush blush."
images/75.jpg,Medium,sand,3,5.0,coral,2,soft_blush,1,black,1,natural_concealer,1,6 hrs,high,2780,weather,normal,humid,"Apply 3 layers (~5.0 ml) of sand foundation, 2 layer of coral, 1 layers of soft_blush blush."
images/59.jpg,Medium,beige,1,4.0,coral,1,soft_blush,2,black,2,natural_concealer,2,12 hrs,medium,2156,weather,normal,cold,"Apply 1 layers (~4.0 ml) of beige foundation, 1 layer of coral, 2 layers of soft_blush blush."
images/71.jpg,Medium,sand,3,3.0,nude,2,soft_blush,2,black,3,natural_concealer,2,6 hrs,medium,1651,weather,normal,cold,"Apply 3 layers (~3.0 ml) of sand foundation, 2 layer of nude, 2 layers of soft_blush blush."
images/65.jpg,Medium,beige,1,4.0,red,2,soft_blush,2,black,3,natural_concealer,1,12 hrs,low,968,simple,normal,normal,"Apply 1 layers (~4.0 ml) of beige foundation, 2 layer of red, 2 layers of soft_blush blush."
images/170.jpg,Medium,warm_beige,1,5.0,coral,2,soft_blush,2,black,1,natural_concealer,2,8 hrs,low,1949,occasion,daily,normal,"Apply 1 layers (~5.0 ml) of warm_beige foundation, 2 layer of coral, 2 layers of soft_blush blush."
images/616.jpg,Dark,espresso,2,5.0,dark red,3,soft_blush,2,black,1,natural_concealer,2,6 hrs,low,959,occasion,office,normal,"Apply 2 layers (~5.0 ml) of espresso foundation, 3 layer of dark red, 2 layers of soft_blush blush."
images/602.jpg,Dark,mocha,1,2.0,wine,3,soft_blush,2,black,2,natural_concealer,2,6 hrs,medium,2209,simple,normal,normal,"Apply 1 layers (~2.0 ml) of mocha foundation, 3 layer of wine, 2 layers of soft_blush blush."
images/164.jpg,Medium,sand,2,5.0,coral,1,soft_blush,2,black,1,natural_concealer,2,6 hrs,low,1944,weather,normal,cold,"Apply 2 layers (~5.0 ml) of sand foundation, 1 layer of coral, 2 layers of soft_blush blush."
images/158.jpg,Medium,sand,1,4.0,coral,1,soft_blush,1,black,2,natural_concealer,2,12 hrs,high,1025,simple,normal,normal,"Apply 1 layers (~4.0 ml) of sand foundation, 1 layer of coral, 1 layers of soft_blush blush."
images/399.jpg,Medium,warm_beige,1,3.0,red,1,soft_blush,2,black,1,natural_concealer,2,6 hrs,low,1610,simple,normal,normal,"Apply 1 layers (~3.0 ml) of warm_beige foundation, 1 layer of red, 2 layers of soft_blush blush."
images/414.jpg,Medium,matte_sand,3,3.0,nude,2,soft_blush,2,black,1,natural_concealer,2,12 hrs,medium,1379,weather,normal,hot,"Apply 3 layers (~3.0 ml) of matte_sand foundation, 2 layer of nude, 2 layers of soft_blush blush."
images/372.jpg,Dark,caramel,1,3.0,wine,1,soft_blush,1,black,1,natural_concealer,2,12 hrs,medium,2092,weather,normal,humid,"Apply 1 layers (~3.0 ml) of caramel foundation, 1 layer of wine, 1 layers of soft_blush blush."
images/366.jpg,Dark,mocha,2,3.0,plum,3,soft_blush,2,black,2,natural_concealer,1,6 hrs,medium,1545,weather,normal,humid,"Apply 2 layers (~3.0 ml) of mocha foundation, 3 layer of plum, 2 layers of soft_blush blush."
images/400.jpg,Dark,mocha,2,2.0,wine,3,soft_blush,1,black,1,natural_concealer,2,12 hrs,high,2759,weather,normal,cold,"Apply 2 layers (~2.0 ml) of mocha foundation, 3 layer of wine, 1 layers of soft_blush blush."
images/428.jpg,Medium,warm_beige,3,3.0,red,2,soft_blush,2,black,2,natural_concealer,2,12 hrs,low,2309,weather,normal,humid,"Apply 3 layers (~3.0 ml) of warm_beige foundation, 2 layer of red, 2 layers of soft_blush blush."
images/560.jpg,Medium,warm_beige,1,4.0,red,3,soft_blush,2,black,1,natural_concealer,1,6 hrs,high,2153,simple,normal,normal,"Apply 1 layers (~4.0 ml) of warm_beige foundation, 3 layer of red, 2 layers of soft_blush blush."
images/206.jpg,Medium,matte_warm_beige,2,2.0,nude,2,soft_blush,2,black,3,natural_concealer,2,10 hrs,medium,2134,weather,normal,hot,"Apply 2 layers (~2.0 ml) of matte_warm_beige foundation, 2 layer of nude, 2 layers of soft_blush blush."
images/212.jpg,Medium,warm_beige,3,2.0,coral,1,soft_blush,2,black,2,natural_concealer,1,6 hrs,high,2758,weather,normal,humid,"Apply 3 layers (~2.0 ml) of warm_beige foundation, 1 layer of coral, 2 layers of soft_blush blush."
images/574.jpg,Medium,sand,3,3.0,coral,2,soft_blush,1,black,3,natural_concealer,1,6 hrs,high,1631,weather,normal,humid,"Apply 3 layers (~3.0 ml) of sand foundation, 2 layer of coral, 1 layers of soft_blush blush."
images/548.jpg,Medium,sand,2,3.0,nude,3,soft_blush,1,black,3,natural_concealer,2,12 hrs,high,1393,weather,normal,humid,"Apply 2 layers (~3.0 ml) of sand foundation, 3 layer of nude, 1 layers of soft_blush blush."
images/549.jpg,Medium,sand,1,3.0,bold_nude,1,soft_blush,1,black,3,natural_concealer,1,6 hrs,medium,1875,occasion,party,normal,"Apply 1 layers (~3.0 ml) of sand foundation, 1 layer of bold_nude, 1 layers of soft_blush blush."
images/213.jpg,Medium,beige,1,4.0,nude,1,soft_blush,1,black,1,natural_concealer,1,8 hrs,medium,2608,weather,normal,cold,"Apply 1 layers (~4.0 ml) of beige foundation, 1 layer of nude, 1 layers of soft_blush blush."
images/575.jpg,Medium,sand,3,5.0,coral,1,soft_blush,1,black,2,natural_concealer,1,8 hrs,low,752,simple,normal,normal,"Apply 3 layers (~5.0 ml) of sand foundation, 1 layer of coral, 1 layers of soft_blush blush."
images/561.jpg,Medium,beige,2,4.0,nude,1,soft_blush,1,black,2,natural_concealer,2,10 hrs,low,2041,simple,normal,normal,"Apply 2 layers (~4.0 ml) of beige foundation, 1 layer of nude, 1 layers of soft_blush blush."
images/207.jpg,Medium,beige,2,3.0,coral,3,soft_blush,2,black,1,natural_concealer,2,12 hrs,low,1390,simple,normal,normal,"Apply 2 layers (~3.0 ml) of beige foundation, 3 layer of coral, 2 layers of soft_blush blush."
images/429.jpg,Medium,sand,2,3.0,coral,3,soft_blush,1,black,1,natural_concealer,1,8 hrs,high,2708,simple,normal,normal,"Apply 2 layers (~3.0 ml) of sand foundation, 3 layer of coral, 1 layers of soft_blush blush."
images/367.jpg,Medium,warm_beige,1,3.0,red,1,soft_blush,1,black,3,natural_concealer,1,10 hrs,low,2893,simple,normal,normal,"Apply 1 layers (~3.0 ml) of warm_beige foundation, 1 layer of red, 1 layers of soft_blush blush."
images/401.jpg,Medium,sand,1,5.0,red,2,soft_blush,2,black,1,natural_concealer,1,6 hrs,low,1361,simple,normal,normal,"Apply 1 layers (~5.0 ml) of sand foundation, 2 layer of red, 2 layers of soft_blush blush."
images/415.jpg,Medium,beige,2,2.0,red,1,soft_blush,1,black,3,natural_concealer,2,8 hrs,low,2825,occasion,daily,normal,"Apply 2 layers (~2.0 ml) of beige foundation, 1 layer of red, 1 layers of soft_blush blush."
images/373.jpg,Medium,warm_beige,3,3.0,red,2,soft_blush,2,black,3,natural_concealer,1,6 hrs,medium,1388,simple,normal,normal,"Apply 3 layers (~3.0 ml) of warm_beige foundation, 2 layer of red, 2 layers of soft_blush blush."
images/398.jpg,Medium,beige,3,3.0,coral,1,soft_blush,2,black,1,natural_concealer,2,8 hrs,low,2127,simple,normal,normal,"Apply 3 layers (~3.0 ml) of beige foundation, 1 layer of coral, 2 layers of soft_blush blush."
images/159.jpg,Medium,sand,2,4.0,coral,1,soft_blush,2,black,3,natural_concealer,1,12 hrs,medium,1624,simple,normal,normal,"Apply 2 layers (~4.0 ml) of sand foundation, 1 layer of coral, 2 layers of soft_blush blush."
images/603.jpg,Medium,matte_sand,2,4.0,nude,3,soft_blush,2,black,2,natural_concealer,2,10 hrs,medium,2816,weather,normal,hot,"Apply 2 layers (~4.0 ml) of matte_sand foundation, 3 layer of nude, 2 layers of soft_blush blush."
images/165.jpg,Medium,beige,1,2.0,red,3,soft_blush,1,black,1,natural_concealer,1,6 hrs,low,1313,simple,normal,normal,"Apply 1 layers (~2.0 ml) of beige foundation, 3 layer of red, 1 layers of soft_blush blush."
images/171.jpg,Dark,caramel,2,4.0,bold_wine,1,soft_blush,2,black,1,natural_concealer,2,8 hrs,low,1249,occasion,party,normal,"Apply 2 layers (~4.0 ml) of caramel foundation, 1 layer of bold_wine, 2 layers of soft_blush blush."
images/617.jpg,Medium,beige,3,5.0,coral,3,soft_blush,2,black,2,natural_concealer,1,8 hrs,low,2173,occasion,daily,normal,"Apply 3 layers (~5.0 ml) of beige foundation, 3 layer of coral, 2 layers of soft_blush blush."
images/64.jpg,Medium,sand,2,3.0,red,2,soft_blush,2,black,3,natural_concealer,2,12 hrs,medium,1882,simple,normal,normal,"Apply 2 layers (~3.0 ml) of sand foundation, 2 layer of red, 2 layers of soft_blush blush."
images/70.jpg,Medium,beige,3,3.0,coral,2,soft_blush,2,black,3,natural_concealer,2,6 hrs,medium,976,weather,normal,humid,"Apply 3 layers (~3.0 ml) of beige foundation, 2 layer of coral, 2 layers of soft_blush blush."
images/58.jpg,Dark,mocha,1,3.0,wine,2,soft_blush,1,black,3,natural_concealer,2,8 hrs,low,2155,occasion,daily,normal,"Apply 1 layers (~3.0 ml) of mocha foundation, 2 layer of wine, 1 layers of soft_blush blush."
