image_path,skin_tone,foundation_shadename,foundation_layer,foundation_ml,lipstick_shadename,lipstick_layer,blush_shadename,blush_layers,mascara_shade,mascara_layer,concealer_shadename,concealer_layer,longevity,risk_management,cost_of_makeup,mode,occasion,weather_type
images/349.jpg,medium,beige,2,4,nude,1,soft_blush,1,black,3,natural_concealer,1,12hrs,medium,2750,weather,normal,rainy
images/177.jpg,dark,mocha,2,5,dark red,2,soft_blush,2,black,3,natural_concealer,1,6hrs,medium,2381,simple,normal,normal
images/611.jpg,dark,mocha,2,4,dark red,1,soft_blush,1,black,2,natural_concealer,1,12hrs,medium,576,simple,normal,normal
images/89.jpg,medium,beige,1,5,red,3,soft_blush,1,black,2,natural_concealer,2,6hrs,high,1575,occasion,wedding,normal
images/605.jpg,medium,beige,2,5,nude,1,soft_blush,2,black,2,natural_concealer,1,6hrs,high,1410,occasion,wedding,normal
images/163.jpg,medium,warm_beige,2,2,nude,2,soft_blush,2,black,1,natural_concealer,2,12hrs,high,2276,weather,normal,cold
images/639.jpg,dark,espresso,3,4,dark red,1,soft_blush,2,black,3,natural_concealer,1,6hrs,high,1550,occasion,wedding,normal
images/188.jpg,medium,beige,2,4,red,1,soft_blush,2,black,1,natural_concealer,1,8hrs,high,1964,occasion,casual,normal
images/76.jpg,medium,sand,2,4,red,2,soft_blush,2,black,1,natural_concealer,1,12hrs,medium,1416,simple,normal,normal
images/62.jpg,dark,caramel,3,4,plum,2,soft_blush,2,black,2,natural_concealer,2,8hrs,low,549,occasion,wedding,normal
images/74.jpg,medium,beige,1,4,red,2,soft_blush,2,black,2,natural_concealer,2,8hrs,medium,1083,simple,normal,normal
images/60.jpg,medium,sand,2,5,nude,3,soft_blush,1,black,3,natural_concealer,2,12hrs,low,2157,occasion,casual,normal
images/48.jpg,dark,espresso,2,5,dark red,2,soft_blush,1,black,2,natural_concealer,1,12hrs,high,2288,occasion,casual,normal
images/149.jpg,medium,beige,3,3,red,1,soft_blush,1,black,2,natural_concealer,2,12hrs,low,1783,occasion,office,normal
images/613.jpg,medium,warm_beige,1,3,bold_red,1,soft_blush,1,black,1,natural_concealer,2,8hrs,high,527,occasion,party,normal
images/175.jpg,dark,caramel,3,5,plum,2,soft_blush,2,black,3,natural_concealer,2,12hrs,high,2815,weather,normal,rainy
images/161.jpg,medium,warm_beige,1,3,coral,2,soft_blush,2,black,1,natural_concealer,2,12hrs,low,1347,simple,normal,normal
images/607.jpg,medium,sand,3,5,coral,3,soft_blush,2,black,3,natural_concealer,1,12hrs,medium,622,simple,normal,normal
images/388.jpg,medium,sand,1,5,nude,1,soft_blush,2,black,3,natural_concealer,1,12hrs,low,2168,occasion,wedding,normal
images/439.jpg,medium,beige,1,4,nude,1,soft_blush,1,black,2,natural_concealer,2,6hrs,low,1807,simple,normal,normal
images/377.jpg,dark,matte_caramel,3,2,nude,1,soft_blush,1,black,2,natural_concealer,1,6hrs,high,2122,weather,normal,hot
images/411.jpg,medium,warm_beige,2,5,red,1,soft_blush,2,black,3,natural_concealer,1,12hrs,low,1954,simple,normal,normal
images/405.jpg,medium,sand,2,2,coral,2,soft_blush,2,black,2,natural_concealer,2,12hrs,medium,1396,simple,normal,normal
images/363.jpg,medium,beige,2,2,nude,1,soft_blush,1,black,1,natural_concealer,2,6hrs,low,1095,weather,normal,rainy
images/559.jpg,medium,matte_warm_beige,3,2,nude,1,soft_blush,1,black,1,natural_concealer,1,12hrs,medium,1112,weather,normal,hot
images/203.jpg,medium,beige,3,4,nude,2,soft_blush,2,black,1,natural_concealer,1,10hrs,high,2464,simple,normal,normal
images/565.jpg,medium,warm_beige,3,5,red,1,soft_blush,1,black,2,natural_concealer,1,8hrs,high,738,weather,normal,cold
images/571.jpg,medium,beige,1,2,red,3,soft_blush,1,black,2,natural_concealer,2,12hrs,medium,2861,weather,normal,cold
images/217.jpg,medium,warm_beige,2,5,coral,2,soft_blush,2,black,2,natural_concealer,2,8hrs,medium,916,simple,normal,normal
images/570.jpg,medium,sand,2,3,red,2,soft_blush,1,black,3,natural_concealer,2,10hrs,low,766,simple,normal,normal
images/216.jpg,dark,mocha,3,4,wine,1,soft_blush,1,black,1,natural_concealer,1,12hrs,low,2875,simple,normal,normal
images/202.jpg,medium,warm_beige,3,5,coral,3,soft_blush,1,black,1,natural_concealer,2,6hrs,high,2143,weather,normal,cold
images/564.jpg,medium,warm_beige,2,4,nude,2,soft_blush,2,black,2,natural_concealer,2,8hrs,medium,775,simple,normal,normal
images/558.jpg,medium,warm_beige,3,2,nude,2,soft_blush,2,black,3,natural_concealer,2,12hrs,medium,1955,occasion,wedding,normal
images/404.jpg,medium,matte_warm_beige,2,3,nude,1,soft_blush,2,black,3,natural_concealer,1,12hrs,low,970,weather,normal,hot
images/362.jpg,medium,sand,3,4,red,3,soft_blush,2,black,3,natural_concealer,2,8hrs,low,1597,occasion,wedding,normal
images/376.jpg,medium,warm_beige,3,3,nude,3,soft_blush,2,black,1,natural_concealer,2,10hrs,low,1397,simple,normal,normal
images/410.jpg,medium,sand,1,5,bold_red,1,soft_blush,2,black,2,natural_concealer,2,10hrs,medium,2413,occasion,party,normal
images/438.jpg,medium,beige,2,3,red,2,soft_blush,2,black,1,natural_concealer,2,10hrs,high,2625,simple,normal,normal
images/389.jpg,medium,matte_warm_beige,1,4,nude,3,soft_blush,2,black,3,natural_concealer,1,12hrs,high,1932,weather,normal,hot
images/160.jpg,medium,matte_warm_beige,2,4,nude,1,soft_blush,1,black,1,natural_concealer,2,8hrs,high,1424,weather,normal,hot
images/606.jpg,medium,sand,1,3,bold_red,2,soft_blush,1,black,2,natural_concealer,1,10hrs,low,2949,occasion,party,normal
images/612.jpg,medium,sand,1,5,coral,3,soft_blush,1,black,2,natural_concealer,2,10hrs,low,1322,occasion,casual,normal
images/174.jpg,medium,sand,2,5,red,3,soft_blush,1,black,2,natural_concealer,1,10hrs,high,2610,weather,normal,rainy
images/148.jpg,medium,warm_beige,3,3,red,3,soft_blush,2,black,1,natural_concealer,1,8hrs,low,1233,weather,normal,cold
images/49.jpg,medium,beige,3,2,red,3,soft_blush,1,black,3,natural_concealer,2,12hrs,medium,1101,occasion,office,normal
images/61.jpg,medium,sand,3,3,bold_red,2,soft_blush,2,black,2,natural_concealer,1,8hrs,high,2151,occasion,party,normal
images/75.jpg,medium,sand,3,5,coral,2,soft_blush,1,black,1,natural_concealer,1,6hrs,high,2780,weather,normal,humid
images/59.jpg,medium,beige,1,4,coral,1,soft_blush,2,black,2,natural_concealer,2,12hrs,medium,2156,weather,normal,cold
images/71.jpg,medium,sand,3,3,nude,2,soft_blush,2,black,3,natural_concealer,2,6hrs,medium,1651,weather,normal,cold
images/65.jpg,medium,beige,1,4,red,2,soft_blush,2,black,3,natural_concealer,1,12hrs,low,968,simple,normal,normal
images/170.jpg,medium,warm_beige,1,5,coral,2,soft_blush,2,black,1,natural_concealer,2,8hrs,low,1949,occasion,casual,normal
images/616.jpg,dark,espresso,2,5,dark red,3,soft_blush,2,black,1,natural_concealer,2,6hrs,low,959,occasion,office,normal
images/602.jpg,dark,mocha,1,2,wine,3,soft_blush,2,black,2,natural_concealer,2,6hrs,medium,2209,simple,normal,normal
images/164.jpg,medium,sand,2,5,coral,1,soft_blush,2,black,1,natural_concealer,2,6hrs,low,1944,weather,normal,cold
images/158.jpg,medium,sand,1,4,coral,1,soft_blush,1,black,2,natural_concealer,2,12hrs,high,1025,simple,normal,normal
images/399.jpg,medium,warm_beige,1,3,red,1,soft_blush,2,black,1,natural_concealer,2,6hrs,low,1610,simple,normal,normal
images/414.jpg,medium,matte_sand,3,3,nude,2,soft_blush,2,black,1,natural_concealer,2,12hrs,medium,1379,weather,normal,hot
images/372.jpg,dark,caramel,1,3,wine,1,soft_blush,1,black,1,natural_concealer,2,12hrs,medium,2092,weather,normal,humid
images/366.jpg,dark,mocha,2,3,plum,3,soft_blush,2,black,2,natural_concealer,1,6hrs,medium,1545,weather,normal,humid
images/400.jpg,dark,mocha,2,2,wine,3,soft_blush,1,black,1,natural_concealer,2,12hrs,high,2759,weather,normal,cold
images/428.jpg,medium,warm_beige,3,3,red,2,soft_blush,2,black,2,natural_concealer,2,12hrs,low,2309,weather,normal,humid
images/560.jpg,medium,warm_beige,1,4,red,3,soft_blush,2,black,1,natural_concealer,1,6hrs,high,2153,simple,normal,normal
images/206.jpg,medium,matte_warm_beige,2,2,nude,2,soft_blush,2,black,3,natural_concealer,2,10hrs,medium,2134,weather,normal,hot
images/212.jpg,medium,warm_beige,3,2,coral,1,soft_blush,2,black,2,natural_concealer,1,6hrs,high,2758,weather,normal,rainy
images/574.jpg,medium,sand,3,3,coral,2,soft_blush,1,black,3,natural_concealer,1,6hrs,high,1631,weather,normal,rainy
images/548.jpg,medium,sand,2,3,nude,3,soft_blush,1,black,3,natural_concealer,2,12hrs,high,1393,weather,normal,humid
images/549.jpg,medium,sand,1,3,bold_nude,1,soft_blush,1,black,3,natural_concealer,1,6hrs,medium,1875,occasion,party,normal
images/213.jpg,medium,beige,1,4,nude,1,soft_blush,1,black,1,natural_concealer,1,8hrs,medium,2608,weather,normal,cold
images/575.jpg,medium,sand,3,5,coral,1,soft_blush,1,black,2,natural_concealer,1,8hrs,low,752,simple,normal,normal
images/561.jpg,medium,beige,2,4,nude,1,soft_blush,1,black,2,natural_concealer,2,10hrs,low,2041,simple,normal,normal
images/207.jpg,medium,beige,2,3,coral,3,soft_blush,2,black,1,natural_concealer,2,12hrs,low,1390,simple,normal,normal
images/429.jpg,medium,sand,2,3,coral,3,soft_blush,1,black,1,natural_concealer,1,8hrs,high,2708,simple,normal,normal
images/367.jpg,medium,warm_beige,1,3,red,1,soft_blush,1,black,3,natural_concealer,1,10hrs,low,2893,simple,normal,normal
images/401.jpg,medium,sand,1,5,red,2,soft_blush,2,black,1,natural_concealer,1,6hrs,low,1361,simple,normal,normal
images/415.jpg,medium,beige,2,2,red,1,soft_blush,1,black,3,natural_concealer,2,8hrs,low,2825,occasion,casual,normal
images/373.jpg,medium,warm_beige,3,3,red,2,soft_blush,2,black,3,natural_concealer,1,6hrs,medium,1388,simple,normal,normal
images/398.jpg,medium,beige,3,3,coral,1,soft_blush,2,black,1,natural_concealer,2,8hrs,low,2127,simple,normal,normal
images/159.jpg,medium,sand,2,4,coral,1,soft_blush,2,black,3,natural_concealer,1,12hrs,medium,1624,simple,normal,normal
images/603.jpg,medium,matte_sand,2,4,nude,3,soft_blush,2,black,2,natural_concealer,2,10hrs,medium,2816,weather,normal,hot
images/165.jpg,medium,beige,1,2,red,3,soft_blush,1,black,1,natural_concealer,1,6hrs,low,1313,simple,normal,normal
images/171.jpg,dark,caramel,2,4,bold_wine,1,soft_blush,2,black,1,natural_concealer,2,8hrs,low,1249,occasion,party,normal
images/617.jpg,medium,beige,3,5,coral,3,soft_blush,2,black,2,natural_concealer,1,8hrs,low,2173,occasion,casual,normal
images/64.jpg,medium,sand,2,3,red,2,soft_blush,2,black,3,natural_concealer,2,12hrs,medium,1882,simple,normal,normal
images/70.jpg,medium,beige,3,3,coral,2,soft_blush,2,black,3,natural_concealer,2,6hrs,medium,976,weather,normal,humid
images/58.jpg,dark,mocha,1,3,wine,2,soft_blush,1,black,3,natural_concealer,2,8hrs,low,2155,occasion,casual,normal
images/8.jpg,medium,beige,3,5,nude,1,soft_blush,2,black,1,natural_concealer,1,8hrs,high,877,occasion,casual,normal
images/198.jpg,dark,caramel,3,3,wine,1,soft_blush,2,black,2,natural_concealer,2,6hrs,low,2280,simple,normal,normal
images/66.jpg,medium,warm_beige,3,5,nude,1,soft_blush,2,black,2,natural_concealer,1,10hrs,low,2580,weather,normal,rainy
images/72.jpg,medium,warm_beige,3,4,coral,2,soft_blush,2,black,2,natural_concealer,1,10hrs,high,1964,occasion,casual,normal
images/167.jpg,fair,porcelain,3,2,peach,1,soft_blush,1,black,2,natural_concealer,2,12hrs,high,2454,weather,normal,cold
images/601.jpg,medium,beige,2,4,nude,2,soft_blush,1,black,2,natural_concealer,1,8hrs,medium,2085,occasion,casual,normal
images/99.jpg,medium,sand,2,4,nude,1,soft_blush,2,black,3,natural_concealer,1,6hrs,high,923,simple,normal,normal
images/615.jpg,medium,matte_sand,3,3,nude,1,soft_blush,1,black,1,natural_concealer,1,8hrs,high,1477,weather,normal,hot
images/173.jpg,medium,beige,3,5,bold_nude,2,soft_blush,1,black,2,natural_concealer,2,6hrs,low,1223,occasion,party,normal
images/629.jpg,medium,beige,3,4,red,1,soft_blush,1,black,2,natural_concealer,1,10hrs,medium,1435,occasion,wedding,normal
images/403.jpg,medium,sand,1,5,nude,2,soft_blush,2,black,3,natural_concealer,2,8hrs,low,2440,weather,normal,rainy
images/365.jpg,medium,beige,3,4,coral,3,soft_blush,1,black,1,natural_concealer,2,12hrs,high,2616,simple,normal,normal
images/371.jpg,medium,warm_beige,3,4,nude,1,soft_blush,1,black,3,natural_concealer,1,12hrs,low,1013,simple,normal,normal
images/417.jpg,medium,beige,3,5,coral,1,soft_blush,2,black,3,natural_concealer,1,6hrs,medium,2328,simple,normal,normal
images/359.jpg,fair,ivory,2,4,bold_rose,2,soft_blush,2,black,2,natural_concealer,2,10hrs,high,1698,occasion,party,normal
images/588.jpg,medium,beige,1,3,nude,1,soft_blush,1,black,2,natural_concealer,1,8hrs,high,1530,simple,normal,normal
images/577.jpg,dark,caramel,3,5,dark red,3,soft_blush,2,black,3,natural_concealer,1,8hrs,low,1156,simple,normal,normal
images/211.jpg,medium,warm_beige,3,2,coral,2,soft_blush,2,black,3,natural_concealer,1,8hrs,high,1001,weather,normal,rainy
images/205.jpg,medium,beige,3,4,red,3,soft_blush,2,black,1,natural_concealer,2,12hrs,high,1435,occasion,casual,normal
images/563.jpg,dark,mocha,3,4,dark red,1,soft_blush,1,black,1,natural_concealer,1,8hrs,low,1032,simple,normal,normal
images/239.jpg,medium,warm_beige,3,5,red,1,soft_blush,2,black,2,natural_concealer,1,6hrs,medium,1085,simple,normal,normal
images/238.jpg,medium,beige,2,2,coral,1,soft_blush,1,black,2,natural_concealer,1,10hrs,high,905,simple,normal,normal
images/204.jpg,medium,sand,1,3,red,2,soft_blush,1,black,1,natural_concealer,2,10hrs,high,1046,simple,normal,normal
images/562.jpg,medium,warm_beige,3,5,coral,3,soft_blush,1,black,1,natural_concealer,2,8hrs,medium,758,weather,normal,cold
images/576.jpg,medium,sand,2,5,coral,2,soft_blush,1,black,3,natural_concealer,1,10hrs,high,1324,weather,normal,humid
images/210.jpg,medium,sand,2,3,nude,2,soft_blush,1,black,1,natural_concealer,1,8hrs,low,2048,occasion,office,normal
images/589.jpg,medium,warm_beige,1,5,coral,1,soft_blush,1,black,1,natural_concealer,2,10hrs,high,1071,occasion,casual,normal
images/358.jpg,medium,sand,2,5,coral,2,soft_blush,1,black,3,natural_concealer,2,12hrs,high,547,occasion,office,normal
images/370.jpg,medium,matte_warm_beige,2,3,nude,2,soft_blush,1,black,1,natural_concealer,2,10hrs,high,2040,weather,normal,hot
images/416.jpg,medium,sand,1,2,bold_coral,2,soft_blush,1,black,3,natural_concealer,2,12hrs,medium,1691,occasion,party,normal
images/402.jpg,medium,matte_warm_beige,3,4,nude,3,soft_blush,1,black,1,natural_concealer,1,6hrs,medium,1082,weather,normal,hot
images/364.jpg,medium,warm_beige,3,3,nude,1,soft_blush,2,black,1,natural_concealer,1,12hrs,high,2644,weather,normal,humid
images/628.jpg,medium,warm_beige,2,5,nude,3,soft_blush,1,black,1,natural_concealer,2,10hrs,low,2676,weather,normal,rainy
images/614.jpg,medium,sand,3,5,coral,1,soft_blush,2,black,1,natural_concealer,1,12hrs,medium,600,weather,normal,humid
images/172.jpg,medium,sand,1,3,coral,2,soft_blush,2,black,3,natural_concealer,2,10hrs,medium,2379,weather,normal,humid
images/166.jpg,medium,sand,2,5,coral,2,soft_blush,2,black,3,natural_concealer,1,12hrs,medium,645,simple,normal,normal
images/98.jpg,dark,caramel,2,2,dark red,1,soft_blush,1,black,2,natural_concealer,1,8hrs,high,2194,occasion,wedding,normal
images/600.jpg,medium,matte_beige,3,4,nude,1,soft_blush,2,black,1,natural_concealer,1,6hrs,high,1722,weather,normal,hot
images/73.jpg,dark,mocha,3,5,wine,1,soft_blush,2,black,3,natural_concealer,2,6hrs,medium,1000,weather,normal,cold
images/199.jpg,medium,sand,1,2,red,1,soft_blush,1,black,1,natural_concealer,2,8hrs,medium,2005,occasion,casual,normal
images/67.jpg,medium,matte_sand,1,5,nude,1,soft_blush,1,black,1,natural_concealer,1,8hrs,low,999,weather,normal,hot
images/9.jpg,medium,beige,3,3,nude,2,soft_blush,2,black,1,natural_concealer,2,6hrs,high,1125,weather,normal,humid
images/14.jpg,medium,warm_beige,2,3,red,1,soft_blush,1,black,2,natural_concealer,2,10hrs,medium,1598,weather,normal,rainy
images/28.jpg,medium,sand,1,5,red,1,soft_blush,2,black,2,natural_concealer,2,6hrs,medium,1179,simple,normal,normal
images/129.jpg,medium,warm_beige,3,3,nude,3,soft_blush,2,black,2,natural_concealer,1,10hrs,high,1793,weather,normal,rainy
images/101.jpg,medium,sand,3,3,red,2,soft_blush,2,black,3,natural_concealer,2,8hrs,high,848,occasion,casual,normal
images/667.jpg,medium,warm_beige,1,4,coral,1,soft_blush,1,black,2,natural_concealer,2,10hrs,medium,537,weather,normal,rainy
images/673.jpg,dark,caramel,1,2,dark red,2,soft_blush,1,black,1,natural_concealer,2,6hrs,medium,777,occasion,casual,normal
images/115.jpg,medium,warm_beige,2,3,coral,2,soft_blush,1,black,1,natural_concealer,2,8hrs,low,1810,simple,normal,normal
images/459.jpg,medium,beige,2,2,bold_red,2,soft_blush,1,black,2,natural_concealer,1,6hrs,high,887,occasion,party,normal
images/465.jpg,medium,matte_sand,2,2,nude,2,soft_blush,2,black,2,natural_concealer,2,12hrs,high,1924,weather,normal,hot
images/303.jpg,medium,beige,2,3,red,1,soft_blush,2,black,2,natural_concealer,2,12hrs,medium,1964,simple,normal,normal
images/317.jpg,medium,warm_beige,1,2,coral,3,soft_blush,1,black,3,natural_concealer,2,8hrs,medium,792,simple,normal,normal
images/471.jpg,medium,beige,3,2,nude,1,soft_blush,1,black,1,natural_concealer,2,8hrs,medium,2721,occasion,wedding,normal
images/288.jpg,medium,warm_beige,3,4,coral,2,soft_blush,1,black,3,natural_concealer,1,6hrs,high,1258,occasion,casual,normal
images/539.jpg,medium,warm_beige,1,2,red,1,soft_blush,1,black,2,natural_concealer,2,12hrs,medium,2309,simple,normal,normal
images/511.jpg,medium,warm_beige,3,3,nude,1,soft_blush,2,black,1,natural_concealer,1,6hrs,medium,2443,simple,normal,normal
images/277.jpg,dark,caramel,3,5,plum,2,soft_blush,2,black,2,natural_concealer,2,10hrs,high,2698,weather,normal,rainy
images/263.jpg,medium,warm_beige,1,5,coral,1,soft_blush,2,black,1,natural_concealer,1,6hrs,high,1228,weather,normal,cold
images/505.jpg,medium,warm_beige,3,5,nude,1,soft_blush,2,black,2,natural_concealer,1,12hrs,low,940,weather,normal,cold
images/262.jpg,medium,sand,1,3,coral,3,soft_blush,2,black,3,natural_concealer,1,10hrs,medium,2823,occasion,casual,normal
images/504.jpg,dark,espresso,2,3,dark red,3,soft_blush,1,black,3,natural_concealer,2,6hrs,medium,2612,occasion,casual,normal
images/510.jpg,medium,beige,2,2,red,2,soft_blush,1,black,2,natural_concealer,1,8hrs,high,949,occasion,casual,normal
images/276.jpg,medium,warm_beige,1,4,coral,2,soft_blush,2,black,3,natural_concealer,2,6hrs,low,1669,simple,normal,normal
images/538.jpg,medium,warm_beige,1,4,coral,2,soft_blush,2,black,2,natural_concealer,1,12hrs,high,1745,simple,normal,normal
images/289.jpg,medium,warm_beige,1,2,nude,3,soft_blush,1,black,2,natural_concealer,2,6hrs,low,1622,simple,normal,normal
images/316.jpg,medium,beige,1,2,red,2,soft_blush,2,black,2,natural_concealer,2,8hrs,low,2736,simple,normal,normal
images/470.jpg,medium,beige,3,2,red,2,soft_blush,1,black,3,natural_concealer,1,10hrs,high,2467,occasion,office,normal
images/464.jpg,medium,sand,1,5,red,2,soft_blush,2,black,2,natural_concealer,2,6hrs,medium,2486,simple,normal,normal
images/302.jpg,medium,warm_beige,1,5,red,2,soft_blush,1,black,3,natural_concealer,2,10hrs,high,814,weather,normal,humid
images/458.jpg,medium,beige,3,5,nude,2,soft_blush,2,black,3,natural_concealer,1,8hrs,high,1093,weather,normal,rainy
images/672.jpg,dark,mocha,2,2,plum,3,soft_blush,2,black,1,natural_concealer,1,6hrs,low,2829,simple,normal,normal
images/114.jpg,dark,matte_espresso,1,4,nude,1,soft_blush,1,black,3,natural_concealer,1,6hrs,high,541,weather,normal,hot
images/100.jpg,medium,sand,2,2,bold_coral,3,soft_blush,2,black,1,natural_concealer,2,12hrs,medium,2066,occasion,party,normal
images/666.jpg,medium,beige,2,4,coral,3,soft_blush,1,black,1,natural_concealer,2,12hrs,high,899,simple,normal,normal
images/128.jpg,medium,matte_beige,2,3,nude,2,soft_blush,1,black,3,natural_concealer,1,12hrs,high,1592,weather,normal,hot
images/29.jpg,medium,sand,3,5,nude,1,soft_blush,1,black,3,natural_concealer,1,12hrs,low,2058,occasion,office,normal
images/15.jpg,medium,beige,1,5,red,1,soft_blush,1,black,3,natural_concealer,2,10hrs,high,1873,simple,normal,normal
images/17.jpg,dark,matte_mocha,3,4,nude,1,soft_blush,2,black,1,natural_concealer,2,10hrs,high,2303,weather,normal,hot
images/658.jpg,medium,sand,2,2,coral,3,soft_blush,2,black,3,natural_concealer,2,6hrs,medium,2738,weather,normal,rainy
images/116.jpg,medium,beige,3,2,coral,3,soft_blush,2,black,2,natural_concealer,2,6hrs,medium,2868,simple,normal,normal
images/670.jpg,medium,beige,2,5,coral,1,soft_blush,2,black,1,natural_concealer,2,10hrs,medium,1001,simple,normal,normal
images/664.jpg,medium,warm_beige,1,2,coral,1,soft_blush,2,black,2,natural_concealer,1,10hrs,low,2952,occasion,wedding,normal
images/102.jpg,dark,mocha,2,3,wine,3,soft_blush,2,black,1,natural_concealer,1,12hrs,medium,1710,occasion,office,normal
images/499.jpg,medium,sand,2,2,nude,1,soft_blush,1,black,2,natural_concealer,1,10hrs,medium,982,weather,normal,humid
images/328.jpg,medium,sand,1,5,coral,2,soft_blush,1,black,2,natural_concealer,1,10hrs,low,1305,simple,normal,normal
images/472.jpg,medium,sand,3,2,red,3,soft_blush,2,black,2,natural_concealer,1,10hrs,high,2013,simple,normal,normal
images/314.jpg,medium,beige,1,3,nude,1,soft_blush,2,black,1,natural_concealer,1,8hrs,medium,882,weather,normal,rainy
images/300.jpg,medium,beige,2,5,nude,1,soft_blush,2,black,3,natural_concealer,2,6hrs,low,1716,weather,normal,cold
images/466.jpg,dark,caramel,2,4,dark red,1,soft_blush,1,black,2,natural_concealer,1,10hrs,high,1315,weather,normal,cold
images/248.jpg,medium,sand,3,5,red,2,soft_blush,2,black,2,natural_concealer,2,8hrs,high,2670,weather,normal,rainy
images/506.jpg,medium,beige,2,3,red,1,soft_blush,1,black,3,natural_concealer,2,12hrs,low,1505,weather,normal,humid
images/260.jpg,medium,sand,3,2,red,2,soft_blush,2,black,2,natural_concealer,1,12hrs,low,1774,simple,normal,normal
images/274.jpg,medium,warm_beige,2,4,red,2,soft_blush,1,black,1,natural_concealer,2,10hrs,high,1306,weather,normal,humid
images/512.jpg,medium,warm_beige,1,2,red,2,soft_blush,2,black,2,natural_concealer,2,8hrs,medium,1575,weather,normal,humid
images/275.jpg,medium,warm_beige,3,5,coral,2,soft_blush,2,black,3,natural_concealer,1,6hrs,low,2086,simple,normal,normal
